"Date","volume","carbon_day"
2013-05-10,"1000",6.11396892480209
2013-05-11,"5",3.89830245374034
2013-05-11,"10",4.14096902800358
2013-05-11,"15",4.77102927261636
2013-05-11,"20",4.85138370869799
2013-05-11,"25",4.79534850000188
2013-05-11,"35",4.76482434580172
2013-05-11,"1000",5.62152120586447
2013-05-12,"5",3.92918605972559
2013-05-12,"10",4.18335159472164
2013-05-12,"15",4.80277848693047
2013-05-12,"20",4.88086112712269
2013-05-12,"25",4.82563247079742
2013-05-12,"35",4.79263036138475
2013-05-12,"1000",5.65845084273715
2013-05-13,"5",3.2862429921801
2013-05-13,"10",3.41634484209653
2013-05-13,"15",3.88642809490613
2013-05-13,"20",3.91054224812171
2013-05-13,"25",3.86572413626949
2013-05-13,"35",3.83269973400044
2013-05-13,"1000",4.35595052841721
2013-05-14,"5",3.82163717044648
2013-05-14,"10",4.05372618388785
2013-05-14,"15",4.71378744988627
2013-05-14,"20",4.76816602741108
2013-05-14,"25",4.69054643093474
2013-05-14,"35",4.69005918855934
2013-05-14,"1000",5.49791836602155
2013-05-15,"5",3.57077602332872
2013-05-15,"10",3.81488312981994
2013-05-15,"15",4.44697524968793
2013-05-15,"20",4.48783786344205
2013-05-15,"25",4.36126093366873
2013-05-15,"35",4.41170049484156
2013-05-15,"1000",5.21672614444385
2013-05-16,"5",4.22111140417895
2013-05-16,"10",4.51503244138723
2013-05-16,"15",5.14230148692463
2013-05-16,"20",5.2185631089282
2013-05-16,"25",5.16716903399534
2013-05-16,"35",5.1177480053893
2013-05-16,"1000",6.03388413724386
2013-05-17,"5",4.1276956546192
2013-05-17,"10",4.43681120965378
2013-05-17,"15",5.2571006154106
2013-05-17,"20",5.29247904849753
2013-05-17,"25",5.15394374353421
2013-05-17,"35",5.20197511383533
2013-05-17,"1000",6.19832981820834
2013-05-18,"5",3.79054134838372
2013-05-18,"10",4.09027902208189
2013-05-18,"15",4.79244520644236
2013-05-18,"20",4.82986527265738
2013-05-18,"25",4.70198637908697
2013-05-18,"35",4.7592881941308
2013-05-18,"1000",5.67011044773242
2013-05-19,"5",3.66314222301197
2013-05-19,"10",3.92075682241555
2013-05-19,"15",4.63602778040276
2013-05-19,"20",4.65681525624998
2013-05-19,"25",4.52627488453932
2013-05-19,"35",4.60306432316302
2013-05-19,"1000",5.48384206785463
2013-05-20,"5",3.41099751781202
2013-05-20,"10",3.63592825103138
2013-05-20,"15",4.26492112093604
2013-05-20,"20",4.30117805146916
2013-05-20,"25",4.20985481687285
2013-05-20,"35",4.24508647479697
2013-05-20,"1000",5.04015955041352
2013-05-21,"5",3.8293436168864
2013-05-21,"10",4.07191013320754
2013-05-21,"15",4.6624577292378
2013-05-21,"20",4.74800898392079
2013-05-21,"25",4.6915275508959
2013-05-21,"35",4.63064272608246
2013-05-21,"1000",5.53491042721613
