"Date","volume","leafmass","leafmass_SE"
2013-05-06,25,6.5632,0.644319919733843
2013-05-06,35,13.5660591133005,1.46851781016463
2013-05-06,5,2.60310559006211,0.304311725333778
2013-05-13,10,3.53333333333333,0.170590463295962
2013-05-13,1000,50.1997434119279,2.53326054527609
2013-05-13,15,5.0365306122449,0.429848275562528
2013-05-13,20,4.50474164133739,0.474880580535446
2013-05-13,25,6.7976,0.67514471955152
2013-05-13,35,13.1994088669951,1.31408379707604
2013-05-13,5,2.42956521739131,0.269114171010275
2013-05-21,10,3.43238095238095,0.147536447045556
2013-05-21,1000,51.3054646324549,2.58046585394392
2013-05-21,15,5.17265306122449,0.354084518286971
2013-05-21,20,4.769726443769,0.587180565425386
2013-05-21,25,6.6804,0.639551148714471
2013-05-21,35,12.8327586206897,1.3522256783613
2013-05-21,5,3.03695652173913,0.375491764184517
