DateTime15,PPFD_Avg.mean,AirTC_Avg.mean,RH.mean,,
5/01/13 5:15,25.89333333,15.50666667,92.43333333,,
5/01/13 5:30,58.03,15.6,92.86666667,,
5/01/13 5:45,104.6333333,15.92666667,93.06666667,,
5/01/13 6:00,243.3,17.19333333,93.43333333,,
5/01/13 6:15,336.3333333,18.28666667,92.7,,
5/01/13 6:30,429.4,18.68,92.73333333,,
5/01/13 6:45,387.8,19.01,91.63333333,,
5/01/13 7:00,462.9666667,19.73,88.53333333,,
5/01/13 7:15,553.7,21.01666667,78.78,,
5/01/13 7:30,647.2333333,22.12666667,72.91333333,,
5/01/13 7:45,741.0333333,22.68,71.02333333,,
5/01/13 8:00,836,23.31666667,68.11,,
5/01/13 8:15,928.6666667,23.69333333,66.83333333,,
5/01/13 8:30,1023,24.12666667,64.94666667,,
5/01/13 8:45,1111.333333,24.58,64.06,,
5/01/13 9:00,1200,24.87666667,62.00333333,,
5/01/13 9:15,1284.666667,25.32,61.11,,
5/01/13 9:30,1362.666667,26.09,59.13,,
5/01/13 9:45,1443,26.54666667,56.26666667,,
5/01/13 10:00,1514,27.08666667,53.32333333,,
5/01/13 10:15,1581.666667,27.56333333,52.28,,
5/01/13 10:30,1641.666667,28.08,49.24666667,,
5/01/13 10:45,1696.666667,28.75666667,49.27,,
5/01/13 11:00,1742,29.43666667,45.42333333,,
5/01/13 11:15,1783.666667,29.97333333,44.10333333,,
5/01/13 11:30,1815.333333,30.40333333,42.48333333,,
5/01/13 11:45,1840,31.45666667,39.04,,
5/01/13 12:00,1856.666667,32.20666667,36.23333333,,
5/01/13 12:15,1864,32.69,34.16666667,,
5/01/13 12:30,1860.666667,33.15666667,32.54,,
5/01/13 12:45,1851.333333,33.85,30.85666667,,
5/01/13 13:00,1834.666667,34.76666667,28.45333333,,
5/01/13 13:15,1812,35.29333333,26.28,,
5/01/13 13:30,1775,35.43333333,26.54666667,,
5/01/13 13:45,1737.666667,36.08,23.16333333,,
5/01/13 14:00,1690,36.85333333,21.55,,
5/01/13 14:15,1634.333333,37.01,20.49333333,,
5/01/13 14:30,1579.333333,37.13,17.64,,
5/01/13 14:45,1511.333333,37.75333333,16.83333333,,
5/01/13 15:00,1438.333333,37.74333333,17.89333333,,
5/01/13 15:15,1359,38.33,15.63666667,,
5/01/13 15:30,1279.333333,38.55,17.36666667,,
5/01/13 15:45,1190.333333,38.61,17.92333333,,
5/01/13 16:00,1100,38.24666667,21.19666667,,
5/01/13 16:15,1005.333333,37.89,22.63333333,,
5/01/13 16:30,910,37.91,22.30333333,,
5/01/13 16:45,815.1,37.53,23.48333333,,
5/01/13 17:00,718.7,36.96333333,25.07,,
5/01/13 17:15,596.2,36.57333333,26.23666667,,
5/01/13 17:30,369.7666667,35.71,29,,
5/01/13 17:45,414.2666667,35.04666667,29.78333333,,
5/01/13 18:00,288.8333333,34.01666667,31.76,,
5/01/13 18:15,132.3,32.55333333,35.25333333,,
5/01/13 18:30,168.0666667,31.96666667,37.90666667,,
5/01/13 18:45,101.9366667,31.17333333,40.46333333,,
5/01/13 19:00,41.74,30.53,42.39333333,,
5/01/13 19:15,18.19,29.69666667,45.04333333,,
5/01/13 19:30,4.188666667,29.05666667,47.56333333,,
5/01/13 19:45,0.348,28.30666667,50.34,,
5/01/13 20:00,0.005666667,27.61666667,52.49666667,,
5/01/13 20:15,0,26.91333333,55.01,,
5/01/13 20:30,0,26.43333333,56.94666667,,
5/01/13 20:45,0,26.04333333,58.46666667,,
5/01/13 21:00,0,25.56666667,60.2,,
5/01/13 21:15,0,24.94,62.68333333,,
5/01/13 21:30,0.011,23.73666667,67.26666667,,
5/01/13 21:45,0.016666667,24.36,65.56,,
5/01/13 22:00,0.014,24.31,65.60333333,,
5/01/13 22:15,0.016666667,23.04,69.76666667,,
5/01/13 22:30,0.005333333,22.85666667,71.82,,
5/01/13 22:45,0.022333333,23.07,71.13666667,,
5/01/13 23:00,0.011,22.75,72.02333333,,
5/01/13 23:15,0.025,22.27333333,74.89333333,,
5/01/13 23:30,0.019666667,21.92,76.45666667,,
5/01/13 23:45,0.013666667,21.17,79.54,,
6/01/13 0:00,0.016666667,21.5,79.37666667,,
6/01/13 0:15,0.005333333,22.03,77.41,,
6/01/13 0:30,0.016666667,22.01666667,77.31666667,,
6/01/13 0:45,0.044333333,21.37666667,79.15333333,,
6/01/13 1:00,0.036,20.69,82,,
6/01/13 1:15,0.049666667,20.62333333,84.03333333,,
6/01/13 1:30,0.016666667,20.72,83.83333333,,
6/01/13 1:45,0.008,19.98666667,84.46666667,,
6/01/13 2:00,0.005333333,19.43666667,86.46666667,,
6/01/13 2:15,0.036333333,20.01333333,87.43333333,,
6/01/13 2:30,0.027666667,20.44666667,85.9,,
6/01/13 2:45,0.019666667,20.46666667,85.3,,
6/01/13 3:00,0.013666667,20.17333333,85.8,,
6/01/13 3:15,0.022,19.79333333,86.73333333,,
6/01/13 3:30,0.028,19.39,87.83333333,,
6/01/13 3:45,0.044333333,19.05,88.7,,
6/01/13 4:00,0.033666667,18.88666667,90,,
